pmid,citations,title,date,text
33071481,4.0,A survey on artificial intelligence approaches in supporting frontline workers and decision makers for the COVID-19 pandemic,2020 Dec;141:110337.,"While the world has experience with many different types of infectious diseases, the current crisis related to the spread of COVID-19 has challenged epidemiologists and public health experts alike, leading to a rapid search for, and development of, new and innovative solutions to combat its spread. The transmission of this virus has infected more than 18.92 million people as of August 6, 2020, with over half a million deaths across the globe; the World Health Organization (WHO) has declared this a global pandemic. A multidisciplinary approach needs to be followed for diagnosis, treatment and tracking, especially between medical and computer sciences, so, a common ground is available to facilitate the research work at a faster pace. With this in mind, this survey paper aimed to explore and understand how and which different technological tools and techniques have been used within the context of COVID-19. The primary contribution of this paper is in its collation of the current state-of-the-art technological approaches applied to the context of COVID-19, and doing this in a holistic way, covering multiple disciplines and different perspectives. The analysis is widened by investigating Artificial Intelligence (AI) approaches for the diagnosis, anticipate infection and mortality rate by tracing contacts and targeted drug designing. Moreover, the impact of different kinds of medical data used in diagnosis, prognosis and pandemic analysis is also provided. This review paper covers both medical and technological perspectives to facilitate the virologists, AI researchers and policymakers while in combating the COVID-19 outbreak."
33070881,1.0,Tele-robotics and artificial-intelligence in stroke care,2020 Sep;79:129-132.,"In the last forty years, the field of medicine has experienced dramatic shifts in technology-enhanced surgical procedures - from its initial use in 1985 for neurosurgical biopsies to current implementation of systems such as magnetic-guided catheters for endovascular procedures. Systems such as the Niobe Magnetic Navigation system and CorPath GRX have allowed for utilization of a fully integrated surgical robotic systems for perioperative manipulation, as well as tele-controlled manipulation systems for telemedicine. These robotic systems hold tremendous potential for future implementation in cerebrovascular procedures, but lack of relevant clinical experience and uncharted ethical and legal territory for real-life tele-robotics have stalled their adoption for neurovascular surgery, and might present significant challenges for future development and widespread implementation. Yet, the promise that these technologies hold for dramatically improving the quality and accessibility of cerebrovascular procedures such as thrombectomy for acute stroke, drives the research and development of surgical robotics. These technologies, coupled with artificial intelligence (AI) capabilities such as machine learning, deep-learning, and outcome-based analyses and modifications, have the capability to uncover new dimensions within the realm of cerebrovascular surgery."
33070540,,Usefulness of machine learning in COVID-19 for the detection and prognosis of cardiovascular complications,2020 Sep 30;21(3):345-352.,"Since January 2020, coronavirus disease 2019 (COVID-19) has rapidly become a global concern, and its cardiovascular manifestations have highlighted the need for fast, sensitive and specific tools for early identification and risk stratification. Machine learning is a software solution with the ability to analyze large amounts of data and make predictions without prior programming. When faced with new problems with unique challenges as evident in the COVID-19 pandemic, machine learning can offer solutions that are not apparent on the surface by sifting quickly through massive quantities of data and making associations that may have been missed. Artificial intelligence is a broad term that encompasses different tools, including various types of machine learning and deep learning. Here, we review several cardiovascular applications of machine learning and artificial intelligence and their potential applications to cardiovascular diagnosis, prognosis, and therapy in COVID-19 infection."
33068919,,Transboundary Pathogenic microRNA Analysis Framework for Crop Fungi Driven by Biological Big Data and Artificial Intelligence Model,2020 Dec;89:107401.,"Plant fungal diseases have been affecting the world's agricultural production and economic levels for a long time, such as rice blast, gray tomato mold, potato late blight etc. Recent studies have shown that fungal pathogens transmit microRNA as an effector to host plants for infection. However, bioassay-based verification analysis is time-consuming and challenging, and it is difficult to analyze from a global perspective. With the accumulation of fungal and plant-related data, data analysis methods can be used to analyze pathogenic fungal microRNA further. Based on the microRNA expression data of fungal pathogens infecting plants before and after, this paper discusses the selection strategy of sample data, the extraction strategy of pathogenic fungal microRNA, the prediction strategy of a fungal pathogenic microRNA target gene, the bicluster-based fungal pathogenic microRNA functional analysis strategy and experimental verification methods. A general analysis pipeline based on machine learning and bicluster-based function module was proposed for plant-fungal pathogenic microRNA.The pipeline proposed in this paper is applied to the infection process of Magnaporthe oryzae and the infection process of potato late blight. It has been verified to prove the feasibility of the pipeline. It can be extended to other relevant crop pathogen research, providing a new idea for fungal research on plant diseases. It can be used as a reference for understanding the interaction between fungi and plants."
33066636,1.0,Statistical and Machine-Learning Analyses in Nutritional Genomics Studies,2020 Oct 14;12(10):3140.,"Nutritional compounds may have an influence on different OMICs levels, including genomics, epigenomics, transcriptomics, proteomics, metabolomics, and metagenomics. The integration of OMICs data is challenging but may provide new knowledge to explain the mechanisms involved in the metabolism of nutrients and diseases. Traditional statistical analyses play an important role in description and data association; however, these statistical procedures are not sufficiently enough powered to interpret the large integrated multiple OMICs (multi-OMICS) datasets. Machine learning (ML) approaches can play a major role in the interpretation of multi-OMICS in nutrition research. Specifically, ML can be used for data mining, sample clustering, and classification to produce predictive models and algorithms for integration of multi-OMICs in response to dietary intake. The objective of this review was to investigate the strategies used for the analysis of multi-OMICs data in nutrition studies. Sixteen recent studies aimed to understand the association between dietary intake and multi-OMICs data are summarized. Multivariate analysis in multi-OMICs nutrition studies is used more commonly for analyses. Overall, as nutrition research incorporated multi-OMICs data, the use of novel approaches of analysis such as ML needs to complement the traditional statistical analyses to fully explain the impact of nutrition on health and disease."
33065754,,Artificial intelligence for the management of pancreatic diseases,2021 Jan;33(2):231-241.,"Novel artificial intelligence techniques are emerging in all fields of healthcare, including gastroenterology. The aim of this review is to give an overview of artificial intelligence applications in the management of pancreatic diseases. We performed a systematic literature search in PubMed and Medline up to May 2020 to identify relevant articles. Our results showed that the development of machine-learning based applications is rapidly evolving in the management of pancreatic diseases, guiding precision medicine in clinical, endoscopic and radiologic settings. Before implementation into clinical practice, further research should focus on the external validation of novel techniques, clarifying the accuracy and robustness of these models."
33065195,,Closing the translation gap: AI applications in digital pathology,2021 Jan;1875(1):188452.,"Recent advances in artificial intelligence show tremendous promise to improve the accuracy, reproducibility, and availability of medical diagnostics across a number of medical subspecialities. This is especially true in the field of digital pathology, which has recently witnessed a surge in publications describing state-of-the-art performance for machine learning models across a wide range of diagnostic applications. Nonetheless, despite this promise, there remain significant gaps in translating applications for any of these technologies into actual clinical practice. In this review, we will first give a brief overview of the recent progress in applying AI to digitized pathology images, focusing on how these tools might be applied in clinical workflows in the near term to improve the accuracy and efficiency of pathologists. Then we define and describe in detail the various factors that need to be addressed in order to successfully close the ""translation gap"" for AI applications in digital pathology."
33063054,,A Study on Fight Against COVID-19 from Latest Technological Intervention,2020;1(5):277.,"Uncontrolled spread of pandemic COVID-19 in India and across the globe over several months, created an impact as never before any pandemic would have created. This certainly demands a technological intervention from all possibility to overcome the situation and lead a normal life as early as possible. AI/Machine learning responds to the situation, through inspecting different aspects of the pandemic. This paper analyses and studies those aspects, (I) Quarantine and statistical aspect: Quarantine potentially affected candidates (person who is in touch, travel history) through Data analytics/Machine learning. (II) Diagnosis and Treatment aspect: Early detection and fast treatment will save lives. Diagnosis using deep learning assists radiologist from saving their effort and time to a greater extent and arrives faster conclusion. (III) Prevention aspect: Monitoring and enforce social distancing through visual social distancing using deep learning and Computer vision."
33062908,,"Quantification and classification of potassium and calcium disorders with the electrocardiogram: What do clinical studies, modeling, and reconstruction tell us?",2020 Oct 2;4(4):041501.,"Diseases caused by alterations of ionic concentrations are frequently observed challenges and play an important role in clinical practice. The clinically established method for the diagnosis of electrolyte concentration imbalance is blood tests. A rapid and non-invasive point-of-care method is yet needed. The electrocardiogram (ECG) could meet this need and becomes an established diagnostic tool allowing home monitoring of the electrolyte concentration also by wearable devices. In this review, we present the current state of potassium and calcium concentration monitoring using the ECG and summarize results from previous work. Selected clinical studies are presented, supporting or questioning the use of the ECG for the monitoring of electrolyte concentration imbalances. Differences in the findings from automatic monitoring studies are discussed, and current studies utilizing machine learning are presented demonstrating the potential of the deep learning approach. Furthermore, we demonstrate the potential of computational modeling approaches to gain insight into the mechanisms of relevant clinical findings and as a tool to obtain synthetic data for methodical improvements in monitoring approaches."
33059823,1.0,Multimodality Imaging and Artificial Intelligence for Tumor Characterization: Current Status and Future Perspective,2020 Nov;50(6):541-548.,"Research in medical imaging has yet to do to achieve precision oncology. Over the past 30 years, only the simplest imaging biomarkers (RECIST, SUV,…) have become widespread clinical tools. This may be due to our inability to accurately characterize tumors and monitor intratumoral changes in imaging. Artificial intelligence, through machine learning and deep learning, opens a new path in medical research because it can bring together a large amount of heterogeneous data into the same analysis to reach a single outcome. Supervised or unsupervised learning may lead to new paradigms by identifying unrevealed structural patterns across data. Deep learning will provide human-free, undefined upstream, reproducible, and automated quantitative imaging biomarkers. Since tumor phenotype is driven by its genotype and thus indirectly defines tumoral progression, tumor characterization using machine learning and deep learning algorithms will allow us to monitor molecular expression noninvasively, anticipate therapeutic failure, and lead therapeutic management. To follow this path, quality standards have to be set: standardization of imaging acquisition as it has been done in the field of biology, transparency of the model development as it should be reproducible by different institutions, validation, and testing through a high-quality process using large and complex open databases and better interpretability of these algorithms."
33059822,1.0,A Role for FDG PET Radiomics in Personalized Medicine?,2020 Nov;50(6):532-540.,"Radiomics describes the extraction of multiple features from medical images, including molecular imaging modalities, that with bioinformatic approaches, provide additional clinically relevant information that may be invisible to the human eye. This information may complement standard radiological interpretation with data that may better characterize a disease or that may provide predictive or prognostic information. Progressing from predefined image features, often describing heterogeneity of voxel intensities within a volume of interest, there is increasing use of machine learning to classify disease characteristics and deep learning methods based on artificial neural networks that can learn features without a priori definition and without the need for preprocessing of images. There have been advances in standardization and harmonization of methods to a level that should support multicenter studies. However, in this relatively early phase of research in the field, there are limited aspects that have been adopted into routine practice. Most of the reports in the molecular imaging field describe radiomic approaches in cancer using 18F-fluorodeoxyglucose positron emission tomography (18F-FDG-PET). In this review, we will describe radiomics in molecular imaging and summarize the pertinent literature in lung cancer where reports are most prevalent and mature."
33059819,,Imaging for Response Assessment in Cancer Clinical Trials,2020 Nov;50(6):488-504.,"The use of biomarkers is integral to the routine management of cancer patients, including diagnosis of disease, clinical staging and response to therapeutic intervention. Advanced imaging metrics with computed tomography (CT), magnetic resonance imaging (MRI), and positron emission tomography (PET) are used to assess response during new drug development and in cancer research for predictive metrics of response. Key components and challenges to identifying an appropriate imaging biomarker are selection of integral vs integrated biomarkers, choosing an appropriate endpoint and modality, and standardization of the imaging biomarkers for cooperative and multicenter trials. Imaging biomarkers lean on the original proposed quantified metrics derived from imaging such as tumor size or longest dimension, with the most commonly implemented metrics in clinical trials coming from the Response Evaluation Criteria in Solid Tumors (RECIST) criteria, and then adapted versions such as immune-RECIST (iRECIST) and Positron Emission Tomography Response Criteria in Solid Tumors (PERCIST) for immunotherapy response and PET imaging, respectively. There have been many widely adopted biomarkers in clinical trials derived from MRI including metrics that describe cellularity and vascularity from diffusion-weighted (DW)-MRI apparent diffusion coefficient (ADC) and Dynamic Susceptibility Contrast (DSC) or dynamic contrast enhanced (DCE)-MRI (Ktrans, relative cerebral blood volume (rCBV)), respectively. Furthermore, Fluorodexoyglucose (FDG), fluorothymidine (FLT), and fluoromisonidazole (FMISO)-PET imaging, which describe molecular markers of glucose metabolism, proliferation and hypoxia have been implemented into various cancer types to assess therapeutic response to a wide variety of targeted- and chemotherapies. Recently, there have been many functional and molecular novel imaging biomarkers that are being developed that are rapidly being integrated into clinical trials (with anticipation of being implemented into clinical workflow in the future), such as artificial intelligence (AI) and machine learning computational strategies, antibody and peptide specific molecular imaging, and advanced diffusion MRI. These include prostate-specific membrane antigen (PSMA) and trastuzumab-PET, vascular tumor burden extracted from contrast-enhanced CT, diffusion kurtosis imaging, and CD8 or Granzyme B PET imaging. Further excitement surrounds theranostic procedures such as the combination of 68Ga/111In- and 177Lu-DOTATATE to use integral biomarkers to direct care and personalize therapy. However, there are many challenges in the implementation of imaging biomarkers that remains, including understand the accuracy, repeatability and reproducibility of both acquisition and analysis of these imaging biomarkers. Despite the challenges associated with the biological and technical validation of novel imaging biomarkers, a distinct roadmap has been created that is being implemented into many clinical trials to advance the development and implementation to create specific and sensitive novel imaging biomarkers of therapeutic response to continue to transform medical oncology."
33059367,1.0,Mapping scientific landscapes in UMLS research: a scientometric review,2020 Oct 1;27(10):1612-1624.,"Objective:                    The Unified Medical Language System (UMLS) is 1 of the most successful, collaborative efforts of terminology resource development in biomedicine. The present study aims to 1) survey historical footprints, emerging technologies, and the existing challenges in the use of UMLS resources and tools, and 2) present potential future directions.              Materials and methods:                    We collected 10 469 bibliographic records published between 1986 and 2019, using a Web of Science database. graph analysis, data visualization, and text mining to analyze domain-level citations, subject categories, keyword co-occurrence and bursts, document co-citation networks, and landmark papers.              Results:                    The findings show that the development of UMLS resources and tools have been led by interdisciplinary collaboration among medicine, biology, and computer science. Efforts encompassing multiple disciplines, such as medical informatics, biochemical sciences, and genetics, were the driving forces behind the domain's growth. The following topics were found to be the dominant research themes from the early phases to mid-phases: 1) development and extension of ontologies and 2) enhancing the integrity and accessibility of these resources. Knowledge discovery using machine learning and natural language processing and applications in broader contexts such as drug safety surveillance have recently been receiving increasing attention.              Discussion:                    Our analysis confirms that while reaching its scientific maturity, UMLS research aims to boundary-span to more variety in the biomedical context. We also made some recommendations for editorship and authorship in the domain.              Conclusion:                    The present study provides a systematic approach to map the intellectual growth of science, as well as a self-explanatory bibliometric profile of the published UMLS literature. It also suggests potential future directions. Using the findings of this study, the scientific community can better align the studies within the emerging agenda and current challenges."
33059075,,Deep learning in next-generation sequencing,2021 Jan;26(1):173-180.,"Next-generation sequencing (NGS) methods lie at the heart of large parts of biological and medical research. Their fundamental importance has created a continuously increasing demand for processing and analysis methods of the data sets produced, addressing questions such as variant calling, metagenomic classification and quantification, genomic feature detection, or downstream analysis in larger biological or medical contexts. In addition to classical algorithmic approaches, machine-learning (ML) techniques are often used for such tasks. In particular, deep learning (DL) methods that use multilayered artificial neural networks (ANNs) for supervised, semisupervised, and unsupervised learning have gained significant traction for such applications. Here, we highlight important network architectures, application areas, and DL frameworks in a NGS context."
33044239,,Identification of acute kidney injury subphenotypes,2020 Dec;26(6):519-524.,"Purpose of review:                    AKI is a complex clinical syndrome with many causes and there is a broad range of clinical presentations that vary according to duration, severity and context. Established consensus definitions of AKI are nonspecific and limited to kidney function. This reduces treatment options to generic approaches rather than individualized, cause-based strategies that have limited both understanding and management of AKI.              Recent findings:                    The context and the temporal phase of kidney injury are critical features in the course of AKI and critical to timing-relevant intervention. These features are missing in generic definitions and terms used to describe AKI. Subphenotypes of AKI can be identified from novel damage biomarkers, from functional changes including creatinine trajectories, from the duration of change and from associated clinical characteristics and comorbidities. Subphenotype parameters can be combined in risk scores, or by association strategies ranging from a simple function-damage matrix to complex methods, such as machine learning. Examples of such strategies are reviewed along with tentative proposals for a revised nomenclature to facilitate description of AKI subphenotypes.              Summary:                    Appropriate intervention requires refinement of the nomenclature of AKI to identify subphenotypes that facilitate correctly timed and selectively targeted intervention."
33043272,1.0,Redesigning COVID-19 Care With Network Medicine and Machine Learning,2020 Dec;4(6):725-732.,"Emerging evidence regarding COVID-19 highlights the role of individual resistance and immune function in both susceptibility to infection and severity of disease. Multiple factors influence the response of the human host on exposure to viral pathogens. Influencing an individual's susceptibility to infection are such factors as nutritional status, physical and psychosocial stressors, obesity, protein-calorie malnutrition, emotional resilience, single-nucleotide polymorphisms, environmental toxins including air pollution and firsthand and secondhand tobacco smoke, sleep habits, sedentary lifestyle, drug-induced nutritional deficiencies and drug-induced immunomodulatory effects, and availability of nutrient-dense food and empty calories. This review examines the network of interacting cofactors that influence the host-pathogen relationship, which in turn determines one's susceptibility to viral infections like COVID-19. It then evaluates the role of machine learning, including predictive analytics and random forest modeling, to help clinicians assess patients' risk for development of active infection and to devise a comprehensive approach to prevention and treatment."
33042915,1.0,Predicting Apnoeic Events in Preterm Infants,2020 Sep 16;8:570.,"Apnoea, a pause in respiration, is almost ubiquitous in preterm infants born before completing 30 weeks gestation. Apnoea often begets hypoxemia and/or bradycardia, and has the potential to result in adverse neurodevelopmental consequences. Our current inability to predict apnoeic events in preterm infants requires apnoea to first be detected by monitoring device/s in order to trigger an intervention by bedside (medical or nursing) staff. Such a reactive management approach is laborious, and makes the consequences of apnoeic events inevitable. Recent technological advances and improved signal processing have allowed the possibility of developing prediction models for apnoeic events in preterm infants. However, the development of such models has numerous challenges and is only starting to show potential. This paper identifies requisite components and current gaps in developing prediction models for apnoeic events, and reviews previous studies on predicting apnoeic events in preterm infants."
33042325,,Management of Acute Pulmonary Embolism,2020;14(12):24.,"Purpose of the review:                    Over 100,000 cardiovascular-related deaths annually are caused by acute pulmonary embolism (PE). While anticoagulation has historically been the foundation for treatment of PE, this review highlights the recent rapid expansion in the interventional strategies for this condition.              Recent findings:                    At the time of diagnosis, appropriate risk stratification helps to accurately identify patients who may be candidates for advanced therapeutic interventions. While systemic thrombolytics (ST) is the mostly commonly utilized intervention for high-risk PE, the risk profile of ST for intermediate-risk PE limits its use. Assessment of an individualized patient risk profile, often via a multidisciplinary pulmonary response team (PERT) model, there are various interventional strategies to consider for PE management. Novel therapeutic options include catheter-directed thrombolysis, catheter-based embolectomy, or mechanical circulatory support for certain high-risk PE patients. Current data has established safety and efficacy for catheter-based treatment of PE based on surrogate outcome measures. However, there is limited long-term data or prospective comparisons between treatment modalities and ST. While PE diagnosis has improved with modern cross-sectional imaging, there is interest in improved diagnostic models for PE that incorporate artificial intelligence and machine learning techniques.              Summary:                    In patients with acute pulmonary embolism, after appropriate risk stratification, some intermediate and high-risk patients should be considered for interventional-based treatment for PE."
33041533,5.0,Applications of artificial intelligence in battling against covid-19: A literature review,2021 Jan;142:110338.,"Colloquially known as coronavirus, the Severe Acute Respiratory Syndrome CoronaVirus 2 (SARS-CoV-2), that causes CoronaVirus Disease 2019 (COVID-19), has become a matter of grave concern for every country around the world. The rapid growth of the pandemic has wreaked havoc and prompted the need for immediate reactions to curb the effects. To manage the problems, many research in a variety of area of science have started studying the issue. Artificial Intelligence is among the area of science that has found great applications in tackling the problem in many aspects. Here, we perform an overview on the applications of AI in a variety of fields including diagnosis of the disease via different types of tests and symptoms, monitoring patients, identifying severity of a patient, processing covid-19 related imaging tests, epidemiology, pharmaceutical studies, etc. The aim of this paper is to perform a comprehensive survey on the applications of AI in battling against the difficulties the outbreak has caused. Thus we cover every way that AI approaches have been employed and to cover all the research until the writing of this paper. We try organize the works in a way that overall picture is comprehensible. Such a picture, although full of details, is very helpful in understand where AI sits in current pandemonium. We also tried to conclude the paper with ideas on how the problems can be tackled in a better way and provide some suggestions for future works."
