pmid,citations,title,date,text
28902409,10.0,Binswanger's disease: biomarkers in the inflammatory form of vascular cognitive impairment and dementia,2018 Mar;144(5):634-643.,"Vascular cognitive impairment and dementia (VCID) is a major public health concern because of the increased incidence of vascular disease in the aging population and the impact of vascular disease on Alzheimer's disease. VCID is a heterogeneous group of diseases for which there are no proven treatments. Biomarkers can be used to select more homogeneous populations. Small vessel disease is the most prevalent form of VCID and is the optimal form for treatment trials because there is a progressive course with characteristic pathological changes. Subcortical ischemic vascular disease of the Binswanger type (SIVD-BD) has a characteristic set of features that can be used both to identify patients and to follow treatment. SIVD-BD patients have clinical, neuropsychological, cerebrospinal fluid (CSF) and imaging features that can be used as biomarkers. No one feature is diagnostic, but a multimodal approach defines the SIVD-BD spectrum disorder. The most important features are large white matter lesions with axonal damage, blood-brain barrier disruption as shown by magnetic resonance imaging and CSF, and neuropsychological evidence of executive dysfunction. We have used these features to create a Binswanger Disease Scale and a probability of SIVD-BD, using a machine-learning algorithm. The patients discussed in this review are derived from published studies. Biomarkers not only aid in early diagnosis before the disease process has progressed too far for treatment, but also can indicate response to treatment. Refining the use of biomarkers will allow dementia treatment to enter the era of precision medicine. This article is part of the Special Issue ""Vascular Dementia""."
28893404,2.0,3D Quantitative Chemical Imaging of Tissues by Spectromics,2017 Dec;35(12):1194-1207.,"Mid-infrared (IR), Raman, and X-ray fluorescence (XRF) spectroscopy methods, as well as mass spectrometry (MS), can be used for 3D chemical imaging. These techniques offer an invaluable opportunity to access chemical features of biological samples in a nonsupervised way. The global chemical information they provide enables the exploitation of a large array of chemical species or parameters, so-called 'spectromics'. Extracting chemical data from spectra is critical for the high-quality chemical analysis of biosamples. Furthermore, these are the only currently available techniques that can quantitatively analyze tissue content (e.g., molecular concentrations) and substructures (e.g., cells or blood vessels). The development of chemical-derived biological metadata appears to be a new way to exploit spectral information with machine learning algorithms."
28892073,37.0,Progress and roadblocks in the search for brain-based biomarkers of autism and attention-deficit/hyperactivity disorder,2017 Aug 22;7(8):e1218.,"Children with neurodevelopmental disorders benefit most from early interventions and treatments. The development and validation of brain-based biomarkers to aid in objective diagnosis can facilitate this important clinical aim. The objective of this review is to provide an overview of current progress in the use of neuroimaging to identify brain-based biomarkers for autism spectrum disorder (ASD) and attention-deficit/hyperactivity disorder (ADHD), two prevalent neurodevelopmental disorders. We summarize empirical work that has laid the foundation for using neuroimaging to objectively quantify brain structure and function in ways that are beginning to be used in biomarker development, noting limitations of the data currently available. The most successful machine learning methods that have been developed and applied to date are discussed. Overall, there is increasing evidence that specific features (for example, functional connectivity, gray matter volume) of brain regions comprising the salience and default mode networks can be used to discriminate ASD from typical development. Brain regions contributing to successful discrimination of ADHD from typical development appear to be more widespread, however there is initial evidence that features derived from frontal and cerebellar regions are most informative for classification. The identification of brain-based biomarkers for ASD and ADHD could potentially assist in objective diagnosis, monitoring of treatment response and prediction of outcomes for children with these neurodevelopmental disorders. At present, however, the field has yet to identify reliable and reproducible biomarkers for these disorders, and must address issues related to clinical heterogeneity, methodological standardization and cross-site validation before further progress can be achieved."
28881183,51.0,From machine learning to deep learning: progress in machine intelligence for rational drug discovery,2017 Nov;22(11):1680-1685.,"Machine intelligence, which is normally presented as artificial intelligence, refers to the intelligence exhibited by computers. In the history of rational drug discovery, various machine intelligence approaches have been applied to guide traditional experiments, which are expensive and time-consuming. Over the past several decades, machine-learning tools, such as quantitative structure-activity relationship (QSAR) modeling, were developed that can identify potential biological active molecules from millions of candidate compounds quickly and cheaply. However, when drug discovery moved into the era of 'big' data, machine learning approaches evolved into deep learning approaches, which are a more powerful and efficient way to deal with the massive amounts of data generated from modern drug discovery approaches. Here, we summarize the history of machine learning and provide insight into recently developed deep learning approaches and their applications in rational drug discovery. We suggest that this evolution of machine intelligence now provides a guide for early-stage drug design and discovery in the current big data era."
28879175,4.0,Computer Vision Malaria Diagnostic Systems-Progress and Prospects,2017 Aug 21;5:219.,"Accurate malaria diagnosis is critical to prevent malaria fatalities, curb overuse of antimalarial drugs, and promote appropriate management of other causes of fever. While several diagnostic tests exist, the need for a rapid and highly accurate malaria assay remains. Microscopy and rapid diagnostic tests are the main diagnostic modalities available, yet they can demonstrate poor performance and accuracy. Automated microscopy platforms have the potential to significantly improve and standardize malaria diagnosis. Based on image recognition and machine learning algorithms, these systems maintain the benefits of light microscopy and provide improvements such as quicker scanning time, greater scanning area, and increased consistency brought by automation. While these applications have been in development for over a decade, recently several commercial platforms have emerged. In this review, we discuss the most advanced computer vision malaria diagnostic technologies and investigate several of their features which are central to field use. Additionally, we discuss the technological and policy barriers to implementing these technologies in low-resource settings world-wide."
28867500,1.0,Review of combinations of experimental and computational techniques to identify and understand genes involved in innate immunity and effector-triggered defence,2017 Dec 1;131:120-127.,"The innate immune system includes a first layer of defence that recognises conserved pathogen-associated molecular patterns that are essential for microbial fitness. Resistance (R) gene-based recognition of pathogen effectors, which function in modulation or avoidance of host immunity, activates a second layer of plant defence. In this review, experimental and computational techniques are considered to improve understanding of the plant immune system. Biocomputation contributes to discovery of the molecular genetic basis of host resistance against pathogens. Sequenced genomes have been used to identify R genes in plants. Resistance gene enrichment sequencing based on conserved protein domains has increased the number of R genes with nucleotide-binding site and leucine-rich repeat domains. Network analysis will contribute to an improved understanding of the innate immune system and identify novel genes for partial disease resistance. Machine learning algorithms are expected to become important in defining aspects of the immune system that are less well characterised, including identification of R genes that lack conserved protein domains."
28864356,12.0,Lensless digital holographic microscopy and its applications in biomedicine and environmental monitoring,2018 Mar 1;136:4-16.,"Optical compound microscope has been a major tool in biomedical imaging for centuries. Its performance relies on relatively complicated, bulky and expensive lenses and alignment mechanics. In contrast, the lensless microscope digitally reconstructs microscopic images of specimens without using any lenses, as a result of which it can be made much smaller, lighter and lower-cost. Furthermore, the limited space-bandwidth product of objective lenses in a conventional microscope can be significantly surpassed by a lensless microscope. Such lensless imaging designs have enabled high-resolution and high-throughput imaging of specimens using compact, portable and cost-effective devices to potentially address various point-of-care, global-health and telemedicine related challenges. In this review, we discuss the operation principles and the methods behind lensless digital holographic on-chip microscopy. We also go over various applications that are enabled by cost-effective and compact implementations of lensless microscopy, including some recent work on air quality monitoring, which utilized machine learning for high-throughput and accurate quantification of particulate matter in air. Finally, we conclude with a brief future outlook of this computational imaging technology."
28861708,3.0,Breast cancer cell nuclei classification in histopathology images using deep neural networks,2018 Feb;13(2):179-191.,"Purpose:                    Cell nuclei classification in breast cancer histopathology images plays an important role in effective diagnose since breast cancer can often be characterized by its expression in cell nuclei. However, due to the small and variant sizes of cell nuclei, and heavy noise in histopathology images, traditional machine learning methods cannot achieve desirable recognition accuracy. To address this challenge, this paper aims to present a novel deep neural network which performs representation learning and cell nuclei recognition in an end-to-end manner.              Methods:                    The proposed model hierarchically maps raw medical images into a latent space in which robustness is achieved by employing a stacked denoising autoencoder. A supervised classifier is further developed to improve the discrimination of the model by maximizing inter-subject separability in the latent space. The proposed method involves a cascade model which jointly learns a set of nonlinear mappings and a classifier from the given raw medical images. Such an on-the-shelf learning strategy makes obtaining discriminative features possible, thus leading to better recognition performance.              Results:                    Extensive experiments with benign and malignant breast cancer datasets are conducted to verify the effectiveness of the proposed method. Better performance was obtained when compared with other feature extraction methods, and higher recognition rate was achieved when compared with other seven classification methods.              Conclusions:                    We propose an end-to-end DNN model for cell nuclei and non-nuclei classification of histopathology images. It demonstrates that the proposed method can achieve promising performance in cell nuclei classification, and the proposed method is suitable for the cell nuclei classification task."
28845200,,Nature-Inspired Chemical Reaction Optimisation Algorithms,2017;9(4):411-422.,Nature-inspired meta-heuristic algorithms have dominated the scientific literature in the areas of machine learning and cognitive computing paradigm in the last three decades. Chemical reaction optimisation (CRO) is a population-based meta-heuristic algorithm based on the principles of chemical reaction. A chemical reaction is seen as a process of transforming the reactants (or molecules) through a sequence of reactions into products. This process of transformation is implemented in the CRO algorithm to solve optimisation problems. This article starts with an overview of the chemical reactions and how it is applied to the optimisation problem. A review of CRO and its variants is presented in the paper. Guidelines from the literature on the effective choice of CRO parameters for solution of optimisation problems are summarised.
28841086,152.0,Choosing Prediction Over Explanation in Psychology: Lessons From Machine Learning,2017 Nov;12(6):1100-1122.,"Psychology has historically been concerned, first and foremost, with explaining the causal mechanisms that give rise to behavior. Randomized, tightly controlled experiments are enshrined as the gold standard of psychological research, and there are endless investigations of the various mediating and moderating variables that govern various behaviors. We argue that psychology's near-total focus on explaining the causes of behavior has led much of the field to be populated by research programs that provide intricate theories of psychological mechanism but that have little (or unknown) ability to predict future behaviors with any appreciable accuracy. We propose that principles and techniques from the field of machine learning can help psychology become a more predictive science. We review some of the fundamental concepts and tools of machine learning and point out examples where these concepts have been used to conduct interesting and important psychological research that focuses on predictive research questions. We suggest that an increased focus on prediction, rather than explanation, can ultimately lead us to greater understanding of behavior."
