pmid,citations,title,date,text
31052598,9.0,Revealing Drug-Target Interactions with Computational Models and Algorithms,2019 May 2;24(9):1714.,"Background:                    Identifying possible drug-target interactions (DTIs) has become an important task in drug research and development. Although high-throughput screening is becoming available, experimental methods narrow down the validation space because of extremely high cost, low success rate, and time consumption. Therefore, various computational models have been exploited to infer DTI candidates.              Methods:                    We introduced relevant databases and packages, mainly provided a comprehensive review of computational models for DTI identification, including network-based algorithms and machine learning-based methods. Specially, machine learning-based methods mainly include bipartite local model, matrix factorization, regularized least squares, and deep learning.              Results:                    Although computational methods have obtained significant improvement in the process of DTI prediction, these models have their limitations. We discussed potential avenues for boosting DTI prediction accuracy as well as further directions."
31052580,9.0,Drug Combinations: Mathematical Modeling and Networking Methods,2019 May 2;11(5):208.,"Treatments consisting of mixtures of pharmacological agents have been shown to have superior effects to treatments involving single compounds. Given the vast amount of possible combinations involving multiple drugs and the restrictions in time and resources required to test all such combinations in vitro, mathematical methods are essential to model the interactive behavior of the drug mixture and the target, ultimately allowing one to better predict the outcome of the combination. In this review, we investigate various mathematical methods that model combination therapies. This survey includes the methods that focus on predicting the outcome of drug combinations with respect to synergism and antagonism, as well as the methods that explore the dynamics of combination therapy and its role in combating drug resistance. This comprehensive investigation of the mathematical methods includes models that employ pharmacodynamics equations, those that rely on signaling and how the underlying chemical networks are affected by the topological structure of the target proteins, and models that are based on stochastic models for evolutionary dynamics. Additionally, this article reviews computational methods including mathematical algorithms, machine learning, and search algorithms that can identify promising combinations of drug compounds. A description of existing data and software resources is provided that can support investigations in drug combination therapies. Finally, the article concludes with a summary of future directions for investigation by the research community."
31051023,,Digital imaging applications and informatics in dermatology,2019 Mar 1;38(1):E43-E48.,"In this chapter, we present the use of whole slide imaging (WSI) and dermoscopy in the field of dermatology. Image digitization has allowed for increasing computer-assisted clinical decision-making. An introduction to common digital imaging data sources such as WSI and dermoscopy is provided. We also review some commonly used image quantification methods and their potential applications in dermatology. Finally, we review how machine learning approaches utilize novel large dermatology image datasets."
31051022,1.0,"The role of public challenges and data sets towards algorithm development, trust, and use in clinical practice",2019 Mar 1;38(1):E38-E42.,"In the past decade, machine learning and artificial intelligence have made significant advancements in pattern analysis, including speech and natural language processing, image recognition, object detection, facial recognition, and action categorization. Indeed, in many of these applications, accuracy has reached or exceeded human levels of performance. Subsequently, a multitude of studies have begun to examine the application of these technologies to health care, and in particular, medical image analysis. Perhaps the most difficult subdomain involves skin imaging because of the lack of standards around imaging hardware, technique, color, and lighting conditions. In addition, unlike radiological images, skin image appearance can be significantly affected by skin tone as well as the broad range of diseases. Furthermore, automated algorithm development relies on large high-quality annotated image data sets that incorporate the breadth of this circumstantial and diagnostic variety. These issues, in combination with unique complexities regarding integrating artificial intelligence systems into a clinical workflow, have led to difficulty in using these systems to improve sensitivity and specificity of skin diagnostics in health care networks around the world. In this article, we summarize recent advancements in machine learning, with a focused perspective on the role of public challenges and data sets on the progression of these technologies in skin imaging. In addition, we highlight the remaining hurdles toward effective implementation of technologies to the clinical workflow and discuss how public challenges and data sets can catalyze the development of solutions."
31051017,,"Bioinformatic applications in psoriasis: genetics, transcriptomics, and microbiomics",2019 Mar 1;38(1):E3-E11.,"Bioinformatics uses computationally intensive approaches to make sense of complex biological data sets. Here we review the role of bioinformatics in 3 areas of biology: genetics, transcriptomics, and microbiomics. Examples of bioinformatics in each area are given with respect to psoriasis and psoriatic arthritis, related inflammatory disorders at the forefront of bioinformatic research in dermatology. While bioinformatic technologies and analyses have traditionally been developed and deployed in siloes, the field of integrative omics is on the horizon. Powered by the advent of machine learning, bioinformatic integration of large data sets has the potential to dramatically revolutionize our knowledge of pathogenetic mechanisms and therapeutic targets."
31049651,3.0,Statistical learning approaches in the genetic epidemiology of complex diseases,2020 Jan;139(1):73-84.,"In this paper, we give an overview of methodological issues related to the use of statistical learning approaches when analyzing high-dimensional genetic data. The focus is set on regression models and machine learning algorithms taking genetic variables as input and returning a classification or a prediction for the target variable of interest; for example, the present or future disease status, or the future course of a disease. After briefly explaining the basic motivation and principle of these methods, we review different procedures that can be used to evaluate the accuracy of the obtained models and discuss common flaws that may lead to over-optimistic conclusions with respect to their prediction performance and usefulness."
31049622,9.0,Accelerating the implementation of biocatalysis in industry,2019 Jun;103(12):4733-4739.,"Despite enormous progress in protein engineering, complemented by bioprocess engineering, the revolution awaiting the application of biocatalysis in the fine chemical industry has still not been fully realized. In order to achieve that, further research is required on several topics, including (1) rapid methods for protein engineering using machine learning, (2) mathematical modelling of multi-enzyme cascade processes, (3) process standardization, (4) continuous process technology, (5) methods to identify improvements required to achieve industrial implementation, (6) downstream processing, (7) enzyme stability modelling and prediction, as well as (8) new reactor technology. In this brief mini-review, the status of each of these topics will be briefly discussed."
31049075,3.0,Tools to reverse-engineer multicellular systems: case studies using the fruit fly,2019 Apr 23;13:33.,"Reverse-engineering how complex multicellular systems develop and function is a grand challenge for systems bioengineers. This challenge has motivated the creation of a suite of bioengineering tools to develop increasingly quantitative descriptions of multicellular systems. Here, we survey a selection of these tools including microfluidic devices, imaging and computer vision techniques. We provide a selected overview of the emerging cross-talk between engineering methods and quantitative investigations within developmental biology. In particular, the review highlights selected recent examples from the Drosophila system, an excellent platform for understanding the interplay between genetics and biophysics. In sum, the integrative approaches that combine multiple advances in these fields are increasingly necessary to enable a deeper understanding of how to analyze both natural and synthetic multicellular systems."
31048019,36.0,Deep learning in ophthalmology: The technical and clinical considerations,2019 Sep;72:100759.,"The advent of computer graphic processing units, improvement in mathematical models and availability of big data has allowed artificial intelligence (AI) using machine learning (ML) and deep learning (DL) techniques to achieve robust performance for broad applications in social-media, the internet of things, the automotive industry and healthcare. DL systems in particular provide improved capability in image, speech and motion recognition as well as in natural language processing. In medicine, significant progress of AI and DL systems has been demonstrated in image-centric specialties such as radiology, dermatology, pathology and ophthalmology. New studies, including pre-registered prospective clinical trials, have shown DL systems are accurate and effective in detecting diabetic retinopathy (DR), glaucoma, age-related macular degeneration (AMD), retinopathy of prematurity, refractive error and in identifying cardiovascular risk factors and diseases, from digital fundus photographs. There is also increasing attention on the use of AI and DL systems in identifying disease features, progression and treatment response for retinal diseases such as neovascular AMD and diabetic macular edema using optical coherence tomography (OCT). Additionally, the application of ML to visual fields may be useful in detecting glaucoma progression. There are limited studies that incorporate clinical data including electronic health records, in AL and DL algorithms, and no prospective studies to demonstrate that AI and DL algorithms can predict the development of clinical eye disease. This article describes global eye disease burden, unmet needs and common conditions of public health importance for which AI and DL systems may be applicable. Technical and clinical aspects to build a DL system to address those needs, and the potential challenges for clinical adoption are discussed. AI, ML and DL will likely play a crucial role in clinical ophthalmology practice, with implications for screening, diagnosis and follow up of the major causes of vision impairment in the setting of ageing populations globally."
31047892,14.0,The behavioral phenotype of early life adversity: A 3-level meta-analysis of rodent studies,2019 Jul;102:299-307.,"Altered cognitive performance is considered an intermediate phenotype mediating early life adversity (ELA) effects on later-life development of mental disorders, e.g. depression. Whereas most human studies are limited to correlational conclusions, rodent studies can prospectively investigate how ELA alters cognitive performance in several domains. Despite the volume of reports, there is no consensus on i) the behavioral domains being affected by ELA and ii) the extent of these effects. To test how ELA (here: aberrant maternal care) affects specific behavioral domains, we used a 3-level mixed-effect meta-analysis, and thoroughly explored heterogeneity with MetaForest, a novel machine-learning approach. Our results are based on >400 independent experiments, involving ∼8600 animals. Especially in males, ELA promotes memory formation during stressful learning but impairs non-stressful learning. Furthermore, ELA increases anxiety-like and decreases social behavior. The ELA phenotype was strongest when i) combined with other negative experiences (""hits""); ii) in rats; iii) in ELA models of ∼10days duration. All data is easily accessible with MaBapp (https://osf.io/ra947/), allowing researchers to run tailor-made meta-analyses, thereby revealing the optimal choice of experimental protocols and study power."
