pmid,citations,title,date,text
29695070,16.0,The Novel Roles of Connexin Channels and Tunneling Nanotubes in Cancer Pathogenesis,2018 Apr 24;19(5):1270.,"Neoplastic growth and cellular differentiation are critical hallmarks of tumor development. It is well established that cell-to-cell communication between tumor cells and ""normal"" surrounding cells regulates tumor differentiation and proliferation, aggressiveness, and resistance to treatment. Nevertheless, the mechanisms that result in tumor growth and spread as well as the adaptation of healthy surrounding cells to the tumor environment are poorly understood. A major component of these communication systems is composed of connexin (Cx)-containing channels including gap junctions (GJs), tunneling nanotubes (TNTs), and hemichannels (HCs). There are hundreds of reports about the role of Cx-containing channels in the pathogenesis of cancer, and most of them demonstrate a downregulation of these proteins. Nonetheless, new data demonstrate that a localized communication via Cx-containing GJs, HCs, and TNTs plays a key role in tumor growth, differentiation, and resistance to therapies. Moreover, the type and downstream effects of signals communicated between the different populations of tumor cells are still unknown. However, new approaches such as artificial intelligence (AI) and machine learning (ML) could provide new insights into these signals communicated between connected cells. We propose that the identification and characterization of these new communication systems and their associated signaling could provide new targets to prevent or reduce the devastating consequences of cancer."
29687000,21.0,Machine Learning in Ultrasound Computer-Aided Diagnostic Systems: A Survey,2018 Mar 4;2018:5137904.,"The ultrasound imaging is one of the most common schemes to detect diseases in the clinical practice. There are many advantages of ultrasound imaging such as safety, convenience, and low cost. However, reading ultrasound imaging is not easy. To support the diagnosis of clinicians and reduce the load of doctors, many ultrasound computer-aided diagnosis (CAD) systems are proposed. In recent years, the success of deep learning in the image classification and segmentation led to more and more scholars realizing the potential of performance improvement brought by utilizing the deep learning in the ultrasound CAD system. This paper summarized the research which focuses on the ultrasound CAD system utilizing machine learning technology in recent years. This study divided the ultrasound CAD system into two categories. One is the traditional ultrasound CAD system which employed the manmade feature and the other is the deep learning ultrasound CAD system. The major feature and the classifier employed by the traditional ultrasound CAD system are introduced. As for the deep learning ultrasound CAD, newest applications are summarized. This paper will be useful for researchers who focus on the ultrasound CAD system."
29681257,5.0,Implementation of novel statistical procedures and other advanced approaches to improve analysis of CASA data,2018 Jun;30(6):860-866.,"Computer-aided sperm analysis (CASA) produces a wealth of data that is frequently ignored. The use of multiparametric statistical methods can help explore these datasets, unveiling the subpopulation structure of sperm samples. In this review we analyse the significance of the internal heterogeneity of sperm samples and its relevance. We also provide a brief description of the statistical tools used for extracting sperm subpopulations from the datasets, namely unsupervised clustering (with non-hierarchical, hierarchical and two-step methods) and the most advanced supervised methods, based on machine learning. The former method has allowed exploration of subpopulation patterns in many species, whereas the latter offering further possibilities, especially considering functional studies and the practical use of subpopulation analysis. We also consider novel approaches, such as the use of geometric morphometrics or imaging flow cytometry. Finally, although the data provided by CASA systems provides valuable information on sperm samples by applying clustering analyses, there are several caveats. Protocols for capturing and analysing motility or morphometry should be standardised and adapted to each experiment, and the algorithms should be open in order to allow comparison of results between laboratories. Moreover, we must be aware of new technology that could change the paradigm for studying sperm motility and morphology."
29679305,2.0,"The New Possibilities from ""Big Data"" to Overlooked Associations Between Diabetes, Biochemical Parameters, Glucose Control, and Osteoporosis",2018 Jun;16(3):320-324.,"Purpose of review:                    To review current practices and technologies within the scope of ""Big Data"" that can further our understanding of diabetes mellitus and osteoporosis from large volumes of data. ""Big Data"" techniques involving supervised machine learning, unsupervised machine learning, and deep learning image analysis are presented with examples of current literature.              Recent findings:                    Supervised machine learning can allow us to better predict diabetes-induced osteoporosis and understand relative predictor importance of diabetes-affected bone tissue. Unsupervised machine learning can allow us to understand patterns in data between diabetic pathophysiology and altered bone metabolism. Image analysis using deep learning can allow us to be less dependent on surrogate predictors and use large volumes of images to classify diabetes-induced osteoporosis and predict future outcomes directly from images. ""Big Data"" techniques herald new possibilities to understand diabetes-induced osteoporosis and ascertain our current ability to classify, understand, and predict this condition."
29676964,12.0,Advanced Imaging Techniques in Evaluation of Colorectal Cancer,May-Jun 2018;38(3):740-765.,"Imaging techniques are clinical decision-making tools in the evaluation of patients with colorectal cancer (CRC). The aim of this article is to discuss the potential of recent advances in imaging for diagnosis, prognosis, therapy planning, and assessment of response to treatment of CRC. Recent developments and new clinical applications of conventional imaging techniques such as virtual colonoscopy, dual-energy spectral computed tomography, elastography, advanced computing techniques (including volumetric rendering techniques and machine learning), magnetic resonance (MR) imaging-based magnetization transfer, and new liver imaging techniques, which may offer additional clinical information in patients with CRC, are summarized. In addition, the clinical value of functional and molecular imaging techniques such as diffusion-weighted MR imaging, dynamic contrast material-enhanced imaging, blood oxygen level-dependent imaging, lymphography with contrast agents, positron emission tomography with different radiotracers, and MR spectroscopy is reviewed, and the advantages and disadvantages of these modalities are evaluated. Finally, the future role of imaging-based analysis of tumor heterogeneity and multiparametric imaging, the development of radiomics and radiogenomics, and future challenges for imaging of patients with CRC are discussed. Online supplemental material is available for this article. ©RSNA, 2018."
29672663,31.0,Analysis of long noncoding RNAs highlights region-specific altered expression patterns and diagnostic roles in Alzheimer's disease,2019 Mar 25;20(2):598-608.,"Increasing evidence has revealed the multiple roles of long noncoding RNAs (lncRNAs) in neurodevelopment, brain function and aging, and their dysregulation was implicated in many types of neurological diseases. However, expression pattern and diagnostic role of lncRNAs in Alzheimer's disease (AD) remain largely unknown and has gained significant attention. In this study, we performed a comparative analysis for lncRNA expression profiles in four brain regions in brain aging and AD. Our analysis revealed age- and disease-dependent region-specific lncRNA expression patterns in aging and AD. Moreover, we identified a panel of nine lncRNAs (termed LncSigAD9) in a discovery cohort of 114 samples using supervised machine learning and stepwise selection method. The LncSigAD9 was able to differentiate between AD and healthy controls with high diagnostic sensitivity and specificity both in the discovery cohort (86.3 and 89.5%) and the additional independent AD cohort (90.8 and 83.8%). The receiver operating characteristic curves for the LncSigAD9 were 0.863 and 0.939 for discovery and independent cohorts, respectively. Furthermore, the LncSigAD9 demonstrated higher diagnostic performance than nine-minus-one lncRNA signature and mRNA-based signature with a similar number of genes. In silico functional analysis indicated the involvement of lncRNA expression variation in brain development- and metabolism-related biological processes. Taken together, our study highlights the importance of lncRNAs in brain aging and AD, and demonstrated the utility of lncRNAs as a promising biomarker for early AD diagnosis and treatment."
29670029,7.0,Concepts in Light Microscopy of Viruses,2018 Apr 18;10(4):202.,"Viruses threaten humans, livestock, and plants, and are difficult to combat. Imaging of viruses by light microscopy is key to uncover the nature of known and emerging viruses in the quest for finding new ways to treat viral disease and deepening the understanding of virus&ndash;host interactions. Here, we provide an overview of recent technology for imaging cells and viruses by light microscopy, in particular fluorescence microscopy in static and live-cell modes. The review lays out guidelines for how novel fluorescent chemical probes and proteins can be used in light microscopy to illuminate cells, and how they can be used to study virus infections. We discuss advantages and opportunities of confocal and multi-photon microscopy, selective plane illumination microscopy, and super-resolution microscopy. We emphasize the prevalent concepts in image processing and data analyses, and provide an outlook into label-free digital holographic microscopy for virus research."
29662559,13.0,Deep Learning in Nuclear Medicine and Molecular Imaging: Current Perspectives and Future Directions,2018 Apr;52(2):109-118.,"Recent advances in deep learning have impacted various scientific and industrial fields. Due to the rapid application of deep learning in biomedical data, molecular imaging has also started to adopt this technique. In this regard, it is expected that deep learning will potentially affect the roles of molecular imaging experts as well as clinical decision making. This review firstly offers a basic overview of deep learning particularly for image data analysis to give knowledge to nuclear medicine physicians and researchers. Because of the unique characteristics and distinctive aims of various types of molecular imaging, deep learning applications can be different from other fields. In this context, the review deals with current perspectives of deep learning in molecular imaging particularly in terms of development of biomarkers. Finally, future challenges of deep learning application for molecular imaging and future roles of experts in molecular imaging will be discussed."
29659698,10.0,Molecular subtyping of cancer: current status and moving toward clinical applications,2019 Mar 25;20(2):572-584.,"Cancer is a collection of genetic diseases, with large phenotypic differences and genetic heterogeneity between different types of cancers and even within the same cancer type. Recent advances in genome-wide profiling provide an opportunity to investigate global molecular changes during the development and progression of cancer. Meanwhile, numerous statistical and machine learning algorithms have been designed for the processing and interpretation of high-throughput molecular data. Molecular subtyping studies have allowed the allocation of cancer into homogeneous groups that are considered to harbor similar molecular and clinical characteristics. Furthermore, this has helped researchers to identify both actionable targets for drug design as well as biomarkers for response prediction. In this review, we introduce five frequently applied techniques for generating molecular data, which are microarray, RNA sequencing, quantitative polymerase chain reaction, NanoString and tissue microarray. Commonly used molecular data for cancer subtyping and clinical applications are discussed. Next, we summarize a workflow for molecular subtyping of cancer, including data preprocessing, cluster analysis, supervised classification and subtype characterizations. Finally, we identify and describe four major challenges in the molecular subtyping of cancer that may preclude clinical implementation. We suggest that standardized methods should be established to help identify intrinsic subgroup signatures and build robust classifiers that pave the way toward stratified treatment of cancer patients."
29656681,4.0,Progress with modeling activity landscapes in drug discovery,2018 Jul;13(7):605-615.,"Activity landscapes (ALs) are representations and models of compound data sets annotated with a target-specific activity. In contrast to quantitative structure-activity relationship (QSAR) models, ALs aim at characterizing structure-activity relationships (SARs) on a large-scale level encompassing all active compounds for specific targets. The popularity of AL modeling has grown substantially with the public availability of large activity-annotated compound data sets. AL modeling crucially depends on molecular representations and similarity metrics used to assess structural similarity. Areas covered: The concepts of AL modeling are introduced and its basis in quantitatively assessing molecular similarity is discussed. The different types of AL modeling approaches are introduced. AL designs can broadly be divided into three categories: compound-pair based, dimensionality reduction, and network approaches. Recent developments for each of these categories are discussed focusing on the application of mathematical, statistical, and machine learning tools for AL modeling. AL modeling using chemical space networks is covered in more detail. Expert opinion: AL modeling has remained a largely descriptive approach for the analysis of SARs. Beyond mere visualization, the application of analytical tools from statistics, machine learning and network theory has aided in the sophistication of AL designs and provides a step forward in transforming ALs from descriptive to predictive tools. To this end, optimizing representations that encode activity relevant features of molecules might prove to be a crucial step."
