pmid,citations,title,date,text
32112901,3.0,Biofluid diagnostics by FTIR spectroscopy: A platform technology for cancer detection,2020 May 1;477:122-130.,"Fourier Transform Infrared Spectroscopy (FTIR) has been largely employed by scientific researchers to improve diagnosis and treatment of cancer, using various biofluids and tissues. The technology has proved to be easy to use, rapid and cost-effective for analysis on human blood serum to discriminate between cancer versus healthy control samples. The high sensitivity and specificity achievable during samples classification aided by machine learning algorithms, offers an opportunity to transform cancer referral pathways, as it has been demonstrated in a unique and recent prospective clinical validation study on brain tumours. We herein highlight the importance of early detection in cancer research using FTIR, discussing the technique, the suitability of serum for analysis and previous studies, with special focus on pre-clinical factors and clinical translation requirements and development."
32111636,4.0,Big data in IBD: big progress for clinical practice,2020 Aug;69(8):1520-1532.,"IBD is a complex multifactorial inflammatory disease of the gut driven by extrinsic and intrinsic factors, including host genetics, the immune system, environmental factors and the gut microbiome. Technological advancements such as next-generation sequencing, high-throughput omics data generation and molecular networks have catalysed IBD research. The advent of artificial intelligence, in particular, machine learning, and systems biology has opened the avenue for the efficient integration and interpretation of big datasets for discovering clinically translatable knowledge. In this narrative review, we discuss how big data integration and machine learning have been applied to translational IBD research. Approaches such as machine learning may enable patient stratification, prediction of disease progression and therapy responses for fine-tuning treatment options with positive impacts on cost, health and safety. We also outline the challenges and opportunities presented by machine learning and big data in clinical IBD research."
32111372,2.0,Electronic health records for the diagnosis of rare diseases,2020 Apr;97(4):676-686.,"With the emergence of electronic health records, the reuse of clinical data offers new perspectives for the diagnosis and management of patients with rare diseases. However, there are many obstacles to the repurposing of clinical data. The development of decision support systems depends on the ability to recruit patients, extract and integrate the patients' data, mine and stratify these data, and integrate the decision support algorithm into patient care. This last step requires an adaptability of the electronic health records to integrate learning health system tools. In this literature review, we examine the research that provides solutions to unlock these barriers and accelerate translational research: structured electronic health records and free-text search engines to find patients, data warehouses and natural language processing to extract phenotypes, machine learning algorithms to classify patients, and similarity metrics to diagnose patients. Medical informatics is experiencing an impellent request to develop decision support systems, and this requires ethical considerations for clinicians and patients to ensure appropriate use of health data."
32109428,6.0,Imaging research in fibrotic lung disease; applying deep learning to unsolved problems,2020 Nov;8(11):1144-1153.,"Over the past decade, there has been a groundswell of research interest in computer-based methods for objectively quantifying fibrotic lung disease on high resolution CT of the chest. In the past 5 years, the arrival of deep learning-based image analysis has created exciting new opportunities for enhancing the understanding of, and the ability to interpret, fibrotic lung disease on CT. Specific unsolved problems for which computer-based imaging analysis might provide solutions include the development of reliable methods for assisting with diagnosis, detecting early disease, and predicting disease behaviour using baseline imaging data. However, to harness this technology, technical and societal challenges must be overcome. Large CT datasets will be needed to power the training of deep learning algorithms. Open science research and collaboration between academia and industry must be encouraged. Prospective clinical utility studies will be needed to test computer algorithm performance in real-world clinical settings and demonstrate patient benefit over current best practice. Finally, ethical standards, which ensure patient confidentiality and mitigate against biases in training datasets, that can be encoded in machine-learning systems will be needed as well as bespoke data governance and accountability frameworks to encourage buy-in from health-care professionals, patients, and the public."
32108409,4.0,Will machine learning applied to neuroimaging in bipolar disorder help the clinician? A critical review and methodological suggestions,2020 Jun;22(4):334-355.,"Objectives:                    The existence of anatomofunctional brain abnormalities in bipolar disorder (BD) is now well established by magnetic resonance imaging (MRI) studies. To create diagnostic and prognostic tools, as well as identifying biologically valid subtypes of BD, research has recently turned towards the use of machine learning (ML) techniques. We assessed both supervised ML and unsupervised ML studies in BD to evaluate their robustness, reproducibility and the potential need for improvement.              Method:                    We systematically searched for studies using ML algorithms based on MRI data of patients with BD until February 2019.              Result:                    We identified 47 studies, 45 using supervised ML techniques and 2 including unsupervised ML analyses. Among supervised studies, 43 focused on diagnostic classification. The reported accuracies for classification of BD ranged between (a) 57% and 100%, for BD vs healthy controls; (b) 49.5% and 93.1% for BD vs patients with major depressive disorder; and (c) 50% and 96.2% for BD vs patients with schizophrenia. Reported accuracies for discriminating subjects genetically at risk for BD (either from control or from patients with BD) ranged between 64.3% and 88.93%.              Conclusions:                    Although there are strong methodological limitations in previous studies and an important need for replication in large multicentric samples, the conclusions of our review bring hope of future computer-aided diagnosis of BD and pave the way for other applications, such as treatment response prediction. To reinforce the reliability of future results we provide methodological suggestions for good practice in conducting and reporting MRI-based ML studies in BD."
32105592,,New criteria and new methodological tools for devising criteria sets of inflammatory rheumatic diseases,Jul-Aug 2020;38(4):776-782.,"Rheumatologists use classification criteria to separate patients with inflammatory rheumatic diseases (IRD). They change over time, and the concepts of the diseases also change. The paradigm is currently moving as the goal of classification in the future will be more to select which patients may be relevant for a specific treatment rather than to describe their characteristics. Therefore, the challenge will be to reclassify multifactorial diseases on the basis of their biological mechanisms rather than their clinical phenotype. Currently, various projects are trying to reclassify diseases using bioinformatics approaches and in the near future the use of advanced machine learning algorithms with large omics datasets could lead to new classification models not only based on a clinical phenotype but also on complex biological profile and common sensitivity to targeted treatment. These models would highlight common biological pathways between patients classified in the same cluster and provide a deep understanding of the mechanisms involved in the patient's clinical phenotype. Such approaches would ultimately lead to classification models that rely more on biological causes than on symptoms. This overview on current classification of subgroups of IRD summarises the classification criteria that we use routinely, and how we will classify IRD in the future using bioinformatics and artificial intelligence techniques."
32101448,13.0,Radiomics: from qualitative to quantitative imaging,2020 Apr;93(1108):20190948.,"Historically, medical imaging has been a qualitative or semi-quantitative modality. It is difficult to quantify what can be seen in an image, and to turn it into valuable predictive outcomes. As a result of advances in both computational hardware and machine learning algorithms, computers are making great strides in obtaining quantitative information from imaging and correlating it with outcomes. Radiomics, in its two forms ""handcrafted and deep,"" is an emerging field that translates medical images into quantitative data to yield biological information and enable radiologic phenotypic profiling for diagnosis, theragnosis, decision support, and monitoring. Handcrafted radiomics is a multistage process in which features based on shape, pixel intensities, and texture are extracted from radiographs. Within this review, we describe the steps: starting with quantitative imaging data, how it can be extracted, how to correlate it with clinical and biological outcomes, resulting in models that can be used to make predictions, such as survival, or for detection and classification used in diagnostics. The application of deep learning, the second arm of radiomics, and its place in the radiomics workflow is discussed, along with its advantages and disadvantages. To better illustrate the technologies being used, we provide real-world clinical applications of radiomics in oncology, showcasing research on the applications of radiomics, as well as covering its limitations and its future direction."
32101126,1.0,Decoding Protein-protein Interactions: An Overview,2020;20(10):855-882.,"Drug discovery has focused on the paradigm ""one drug, one target"" for a long time. However, small molecules can act at multiple macromolecular targets, which serves as the basis for drug repurposing. In an effort to expand the target space, and given advances in X-ray crystallography, protein-protein interactions have become an emerging focus area of drug discovery enterprises. Proteins interact with other biomolecules and it is this intricate network of interactions that determines the behavior of the system and its biological processes. In this review, we briefly discuss networks in disease, followed by computational methods for protein-protein complex prediction. Computational methodologies and techniques employed towards objectives such as protein-protein docking, protein-protein interactions, and interface predictions are described extensively. Docking aims at producing a complex between proteins, while interface predictions identify a subset of residues on one protein that could interact with a partner, and protein-protein interaction sites address whether two proteins interact. In addition, approaches to predict hot spots and binding sites are presented along with a representative example of our internal project on the chemokine CXC receptor 3 B-isoform and predictive modeling with IP10 and PF4."
32100604,4.0,Nanotoxicology data for in silico tools: a literature review,2020 Jun;14(5):612-637.,"The exercise of non-testing approaches in nanoparticles (NPs) hazard assessment is necessary for the risk assessment, considering cost and time efficiency, to identify, assess, and classify potential risks. One strategy for investigating the toxicological properties of a variety of NPs is by means of computational tools that decode how nano-specific features relate to toxicity and enable its prediction. This literature review records systematically the data used in published studies that predict nano (eco)-toxicological endpoints using machine learning models. Instead of seeking mechanistic interpretations this review maps the pathways followed, involving biological features in relation to NPs exposure, their physico-chemical characteristics and the most commonly predicted outcomes. The results, derived from published research of the last decade, are summarized visually, providing prior-based data mining paradigms to be readily used by the nanotoxicology community in computational studies."
32096675,2.0,Time-lapse technology for embryo culture and selection,2020 May;125(2):77-84.,"Culturing of human embryos in optimal conditions is crucial for a successful in vitro fertilisation (IVF) programme. In addition, the capacity to assess and rank embryos correctly for quality will allow for transfer of the potentially 'best' embryo first, thereby shortening the time to pregnancy, although not improving cumulative pregnancy and live birth rates. It will also encourage and facilitate the implementation of single embryo transfers, thereby increasing safety for mother and offspring. Time-lapse technology introduces the concept of stable culture conditions, in connection with the possibility of continuous viewing and documenting of the embryo throughout development. However, so far, even when embryo quality scoring is based on large datasets, or when using the time-lapse technology, the morphokinetic scores are still mainly based on subjective and intermittent annotations of morphology and timings. Also, the construction of powerful algorithms for widespread use is hampered by large variations in culture conditions between individual IVF laboratories. New methodology, involving machine learning, where every image from the time-lapse documentation is analysed by a computer programme, looking for patterns that link to outcome, may in the future provide a more accurate and non-biased embryo selection."
