pmid,citations,title,date,text
31656552,5.0,A comprehensive survey of error measures for evaluating binary decision making in data science,Sep-Oct 2019;9(5):e1303.,"Binary decision making is a topic of great interest for many fields, including biomedical science, economics, management, politics, medicine, natural science and social science, and much effort has been spent for developing novel computational methods to address problems arising in the aforementioned fields. However, in order to evaluate the effectiveness of any prediction method for binary decision making, the choice of the most appropriate error measures is of paramount importance. Due to the variety of error measures available, the evaluation process of binary decision making can be a complex task. The main objective of this study is to provide a comprehensive survey of error measures for evaluating the outcome of binary decision making applicable to many data-driven fields. This article is categorized under: Fundamental Concepts of Data and Knowledge > Key Design Issues in Data MiningTechnologies > PredictionAlgorithmic Development > Statistics."
31655339,,A quantitative lens on anaerobic life: leveraging the state-of-the-art fluxomics approach to explore clostridial metabolism,2020 Aug;64:47-54.,"Quantitative understanding of clostridial metabolism is of longstanding interest due to the importance of Clostridia as model anaerobes, biotechnology workhorses, and contributors to evolutionary history and ecosystem. Current computational methods such as flux balance analysis-based construction of clostridial metabolism in genome scale provide a fundamental framework for metabolic analysis. However, this method alone is inadequate to characterize cellular metabolic activity. Experiment-driven approaches including isotope tracer-based fluxomics in association with genetic and biochemical methods are needed to gain a more comprehensive understanding. Here we focus on typical examples where these integrated approaches have contributed to the identification of new metabolic pathways and quantification of metabolic fluxes in Clostridia. We also highlight the opportunities and challenges of cutting-edge fluxomics approaches such as machine learning modeling, deuterium tracer approach, and high throughput flux phenotyping in exploring clostridial metabolism with respect to inorganic carbon utilization, redox cofactor interconversion, and other key metabolic features."
31652616,11.0,"Real-Time EMG Based Pattern Recognition Control for Hand Prostheses: A Review on Existing Methods, Challenges and Future Implementation",2019 Oct 22;19(20):4596.,"Upper limb amputation is a condition that significantly restricts the amputees from performing their daily activities. The myoelectric prosthesis, using signals from residual stump muscles, is aimed at restoring the function of such lost limbs seamlessly. Unfortunately, the acquisition and use of such myosignals are cumbersome and complicated. Furthermore, once acquired, it usually requires heavy computational power to turn it into a user control signal. Its transition to a practical prosthesis solution is still being challenged by various factors particularly those related to the fact that each amputee has different mobility, muscle contraction forces, limb positional variations and electrode placements. Thus, a solution that can adapt or otherwise tailor itself to each individual is required for maximum utility across amputees. Modified machine learning schemes for pattern recognition have the potential to significantly reduce the factors (movement of users and contraction of the muscle) affecting the traditional electromyography (EMG)-pattern recognition methods. Although recent developments of intelligent pattern recognition techniques could discriminate multiple degrees of freedom with high-level accuracy, their efficiency level was less accessible and revealed in real-world (amputee) applications. This review paper examined the suitability of upper limb prosthesis (ULP) inventions in the healthcare sector from their technical control perspective. More focus was given to the review of real-world applications and the use of pattern recognition control on amputees. We first reviewed the overall structure of pattern recognition schemes for myo-control prosthetic systems and then discussed their real-time use on amputee upper limbs. Finally, we concluded the paper with a discussion of the existing challenges and future research recommendations."
31651163,1.0,Ab Initio Simulations and Materials Chemistry in the Age of Big Data,2020 Feb 24;60(2):452-459.,"In this perspective, we discuss computational advances in the last decades, both in algorithms as well as in technologies, that enabled the development, widespread use, and maturity of simulation methods for molecular and materials systems. Such advances led to the generation of large amounts of data, which required the creation of several computational databases. Within this scenario, with the democratization of data access, the field now encounters several opportunities for data-driven approaches toward chemical and materials problems. Specifically, machine learning methods for predictions of novel materials or properties are being increasingly used with great success. However, black box usage fails in many instances; several technical details require expert knowledge in order for the predictions to be useful, such as with descriptors and algorithm selection. These approaches represent a direction for further developments, notably allowing advances for both developed and emerging countries with modest computational infrastructures."
31648775,3.0,A review of spatial approaches in road safety,2020 Feb;135:105323.,"Spatial analyses of crashes have been adopted in road safety for decades in order to determine how crashes are affected by neighboring locations, how the influence of parameters varies spatially and which locations warrant interventions more urgently. The aim of the present research is to critically review the existing literature on different spatial approaches through which researchers handle the dimension of space in its various aspects in their studies and analyses. Specifically, the use of different areal unit levels in spatial road safety studies is investigated, different modelling approaches are discussed, and the corresponding study design characteristics are summarized in respective tables including traffic, road environment and area parameters and spatial aggregation approaches. Developments in famous issues in spatial analysis such as the boundary problem, the modifiable areal unit problem and spatial proximity structures are also discussed. Studies focusing on spatially analyzing vulnerable road users are reviewed as well. Regarding spatial models, the application, advantages and disadvantages of various functional/econometric approaches, Bayesian models and machine learning methods are discussed. Based on the reviewed studies, present challenges and future research directions are determined."
31648301,10.0,Key challenges facing data-driven multicellular systems biology,2019 Oct 1;8(10):giz127.,"Increasingly sophisticated experiments, coupled with large-scale computational models, have the potential to systematically test biological hypotheses to drive our understanding of multicellular systems. In this short review, we explore key challenges that must be overcome to achieve robust, repeatable data-driven multicellular systems biology. If these challenges can be solved, we can grow beyond the current state of isolated tools and datasets to a community-driven ecosystem of interoperable data, software utilities, and computational modeling platforms. Progress is within our grasp, but it will take community (and financial) commitment."
31646170,3.0,Statistical methods for dementia risk prediction and recommendations for future work: A systematic review,2019 Oct 8;5:563-569.,"Introduction:                    Numerous dementia risk prediction models have been developed in the past decade. However, methodological limitations of the analytical tools used may hamper their ability to generate reliable dementia risk scores. We aim to review the used methodologies.              Methods:                    We systematically reviewed the literature from March 2014 to September 2018 for publications presenting a dementia risk prediction model. We critically discuss the analytical techniques used in the literature.              Results:                    In total 137 publications were included in the qualitative synthesis. Three techniques were identified as the most commonly used methodologies: machine learning, logistic regression, and Cox regression.              Discussion:                    We identified three major methodological weaknesses: (1) over-reliance on one data source, (2) poor verification of statistical assumptions of Cox and logistic regression, and (3) lack of validation. The use of larger and more diverse data sets is recommended. Assumptions should be tested thoroughly, and actions should be taken if deviations are detected."
31644477,,Machine Learning and Cochlear Implantation-A Structured Review of Opportunities and Challenges,2020 Jan;41(1):e36-e45.,"Objective:                    The use of machine learning technology to automate intellectual processes and boost clinical process efficiency in medicine has exploded in the past 5 years. Machine learning excels in automating pattern recognition and in adapting learned representations to new settings. Moreover, machine learning techniques have the advantage of incorporating complexity and are free from many of the limitations of traditional deterministic approaches. Cochlear implants (CI) are a unique fit for machine learning techniques given the need for optimization of signal processing to fit complex environmental scenarios and individual patients' CI MAPping. However, there are many other opportunities where machine learning may assist in CI beyond signal processing. The objective of this review was to synthesize past applications of machine learning technologies for pediatric and adult CI and describe novel opportunities for research and development.              Data sources:                    The PubMed/MEDLINE, EMBASE, Scopus, and ISI Web of Knowledge databases were mined using a directed search strategy to identify the nexus between CI and artificial intelligence/machine learning literature.              Study selection:                    Non-English language articles, articles without an available abstract or full-text, and nonrelevant articles were manually appraised and excluded. Included articles were evaluated for specific machine learning methodologies, content, and application success.              Data synthesis:                    The database search identified 298 articles. Two hundred fifty-nine articles (86.9%) were excluded based on the available abstract/full-text, language, and relevance. The remaining 39 articles were included in the review analysis. There was a marked increase in year-over-year publications from 2013 to 2018. Applications of machine learning technologies involved speech/signal processing optimization (17; 43.6% of articles), automated evoked potential measurement (6; 15.4%), postoperative performance/efficacy prediction (5; 12.8%), and surgical anatomy location prediction (3; 7.7%), and 2 (5.1%) in each of robotics, electrode placement performance, and biomaterials performance.              Conclusion:                    The relationship between CI and artificial intelligence is strengthening with a recent increase in publications reporting successful applications. Considerable effort has been directed toward augmenting signal processing and automating postoperative MAPping using machine learning algorithms. Other promising applications include augmenting CI surgery mechanics and personalized medicine approaches for boosting CI patient performance. Future opportunities include addressing scalability and the research and clinical communities' acceptance of machine learning algorithms as effective techniques."
31644464,2.0,Current status of functional MRI of osteoarthritis for diagnosis and prognosis,2020 Jan;32(1):102-109.,"Purpose of review:                    Osteoarthritis is a major source of disability, pain and socioeconomic cost worldwide. The epidemiology of the disorder is multifactorial including genetic, biological and biomechanical components, some of them detectable by MRI. This review provides the most recent update on MRI biomarkers which can provide functional information of the joint structures for diagnosis, prognosis and treatment response monitoring in osteoarthritis trials.              Recent findings:                    Compositional or functional MRI can provide clinicians with valuable information on glycosaminoglycan content (chemical exchange saturation transfer, sodium MRI, T1ρ) and collagen organization (T2, T2, apparent diffusion coefficient, magnetization transfer) in joint structures. Other parameters may also provide useful information, such as volumetric measurements of joint structures or advanced image data postprocessing and analysis. Automated tools seem to have a great potential to be included in these efforts providing standardization and acceleration of the image data analysis process.              Summary:                    Functional or compositional MRI has great potential to provide noninvasive imaging biomarkers for osteoarthritis. Osteoarthritis as a whole joint condition needs to be diagnosed in early stages to facilitate selection of patients into clinical trials and/or to measure treatment effectiveness. Advanced evaluation including machine learning, neural networks and multidimensional data analysis allow for wall-to-wall understanding of parameter interactions and their role in clinical evaluation of osteoarthritis."
31641106,9.0,Recommendations and future directions for supervised machine learning in psychiatry,2019 Oct 22;9(1):271.,"Machine learning methods hold promise for personalized care in psychiatry, demonstrating the potential to tailor treatment decisions and stratify patients into clinically meaningful taxonomies. Subsequently, publication counts applying machine learning methods have risen, with different data modalities, mathematically distinct models, and samples of varying size being used to train and test models with the promise of clinical translation. Consequently, and in part due to the preliminary nature of such works, many studies have reported largely varying degrees of accuracy, raising concerns over systematic overestimation and methodological inconsistencies. Furthermore, a lack of procedural evaluation guidelines for non-expert medical professionals and funding bodies leaves many in the field with no means to systematically evaluate the claims, maturity, and clinical readiness of a project. Given the potential of machine learning methods to transform patient care, albeit, contingent on the rigor of employed methods and their dissemination, we deem it necessary to provide a review of current methods, recommendations, and future directions for applied machine learning in psychiatry. In this review we will cover issues of best practice for model training and evaluation, sources of systematic error and overestimation, model explainability vs. trust, the clinical implementation of AI systems, and finally, future directions for our field."
