pmid,title,date,text,citations
32819849,Integration of artificial intelligence into clinical patient management: focus on cardiac imaging,2021 Jan;74(1):72-80.,"Cardiac imaging is a crucial component in the management of patients with heart disease, and as such it influences multiple, inter-related parts of the clinical workflow: physician-patient contact, image acquisition, image pre- and postprocessing, study reporting, diagnostics and outcome predictions, medical interventions, and, finally, knowledge-building through clinical research. With the gradual and ubiquitous infiltration of artificial intelligence into cardiology, it has become clear that, when used appropriately, it will influence and potentially improve-through automation, standardization and data integration-all components of the clinical workflow. This review aims to present a comprehensive view of full integration of artificial intelligence into the standard clinical patient management-with a focus on cardiac imaging, but applicable to all information handling-and to discuss current barriers that remain to be overcome before its widespread implementation and integration.",
32816167,Scalable Signature-Based Molecular Diagnostics Through On-chip Biomarker Profiling Coupled with Machine Learning,2020 Oct;48(10):2377-2399.,"Molecular diagnostics have traditionally relied on discrete biological substances as diagnostic markers. In recent years however, advances in on-chip biomarker screening technologies and data analytics have enabled signature-based diagnostics. Such diagnostics aim to utilize unique combinations of multiple biomarkers or diagnostic 'fingerprints' rather than discrete analyte measurements. This approach has shown to improve both diagnostic accuracy and diagnostic specificity. In this review, signature-based diagnostics enabled by microfluidic and micro-/nano- technologies will be reviewed with a focus on device design and data analysis pipelines and methodologies. With increasing amounts of data available from microfluidic biomarker screening, isolation, and detection platforms, advanced data handling and analytics approaches can be employed. Thus, current data analysis approaches including machine learning and recent advances with image processing, along with potential future directions will be explored. Lastly, the needs and gaps in current literature will be elucidated to inform future efforts towards development of molecular diagnostics and biomarker screening technologies.",2.0
32809857,Applications of Artificial Intelligence in Musculoskeletal Imaging: From the Request to the Report,2021 Feb;72(1):45-59.,"Artificial intelligence (AI) will transform every step in the imaging value chain, including interpretive and noninterpretive components. Radiologists should familiarize themselves with AI developments to become leaders in their clinical implementation. This article explores the impact of AI through the entire imaging cycle of musculoskeletal radiology, from the placement of the requisition to the generation of the report, with an added Canadian perspective. Noninterpretive tasks which may be assisted by AI include the ordering of appropriate imaging tests, automatic exam protocoling, optimized scheduling, shorter magnetic resonance imaging acquisition time, computed tomography imaging with reduced artifact and radiation dose, and new methods of generation and utilization of radiology reports. Applications of AI for image interpretation consist of the determination of bone age, body composition measurements, screening for osteoporosis, identification of fractures, evaluation of segmental spine pathology, detection and temporal monitoring of osseous metastases, diagnosis of primary bone and soft tissue tumors, and grading of osteoarthritis.",
32803154,Artificial Intelligence: A Primer for Breast Imaging Radiologists,2020 Aug;2(4):304-314.,"Artificial intelligence (AI) is a branch of computer science dedicated to developing computer algorithms that emulate intelligent human behavior. Subfields of AI include machine learning and deep learning. Advances in AI technologies have led to techniques that could increase breast cancer detection, improve clinical efficiency in breast imaging practices, and guide decision-making regarding screening and prevention strategies. This article reviews key terminology and concepts, discusses common AI models and methods to validate and evaluate these models, describes emerging AI applications in breast imaging, and outlines challenges and future directions. Familiarity with AI terminology, concepts, methods, and applications is essential for breast imaging radiologists to critically evaluate these emerging technologies, recognize their strengths and limitations, and ultimately ensure optimal patient care.",
32802272,Methods for sequence and structural analysis of B and T cell receptor repertoires,2020 Jul 17;18:2000-2011.,"B cell receptors (BCRs) and T cell receptors (TCRs) make up an essential network of defense molecules that, collectively, can distinguish self from non-self and facilitate destruction of antigen-bearing cells such as pathogens or tumors. The analysis of BCR and TCR repertoires plays an important role in both basic immunology as well as in biotechnology. Because the repertoires are highly diverse, specialized software methods are needed to extract meaningful information from BCR and TCR sequence data. Here, we review recent developments in bioinformatics tools for analysis of BCR and TCR repertoires, with an emphasis on those that incorporate structural features. After describing the recent sequencing technologies for immune receptor repertoires, we survey structural modeling methods for BCR and TCRs, along with methods for clustering such models. We review downstream analyses, including BCR and TCR epitope prediction, antibody-antigen docking and TCR-peptide-MHC Modeling. We also briefly discuss molecular dynamics in this context.",2.0
32802024,Generative Adversarial Network Technologies and Applications in Computer Vision,2020 Aug 1;2020:1459107.,"Computer vision is one of the hottest research fields in deep learning. The emergence of generative adversarial networks (GANs) provides a new method and model for computer vision. The idea of GANs using the game training method is superior to traditional machine learning algorithms in terms of feature learning and image generation. GANs are widely used not only in image generation and style transfer but also in the text, voice, video processing, and other fields. However, there are still some problems with GANs, such as model collapse and uncontrollable training. This paper deeply reviews the theoretical basis of GANs and surveys some recently developed GAN models, in comparison with traditional GAN models. The applications of GANs in computer vision include data enhancement, domain transfer, high-quality sample generation, and image restoration. The latest research progress of GANs in artificial intelligence (AI) based security attack and defense is introduced. The future development of GANs in computer vision is also discussed at the end of the paper with possible applications of AI in computer vision.",1.0
32800297,Supervised Machine Learning: A Brief Primer,2020 Sep;51(5):675-687.,"Machine learning is increasingly used in mental health research and has the potential to advance our understanding of how to characterize, predict, and treat mental disorders and associated adverse health outcomes (e.g., suicidal behavior). Machine learning offers new tools to overcome challenges for which traditional statistical methods are not well-suited. This paper provides an overview of machine learning with a specific focus on supervised learning (i.e., methods that are designed to predict or classify an outcome of interest). Several common supervised learning methods are described, along with applied examples from the published literature. We also provide an overview of supervised learning model building, validation, and performance evaluation. Finally, challenges in creating robust and generalizable machine learning algorithms are discussed.",2.0
32799353,Research challenges and opportunities for using big data in global change biology,2020 Nov;26(11):6040-6061.,"Global change biology has been entering a big data era due to the vast increase in availability of both environmental and biological data. Big data refers to large data volume, complex data sets, and multiple data sources. The recent use of such big data is improving our understanding of interactions between biological systems and global environmental changes. In this review, we first explore how big data has been analyzed to identify the general patterns of biological responses to global changes at scales from gene to ecosystem. After that, we investigate how observational networks and space-based big data have facilitated the discovery of emergent mechanisms and phenomena on the regional and global scales. Then, we evaluate the predictions of terrestrial biosphere under global changes by big modeling data. Finally, we introduce some methods to extract knowledge from big data, such as meta-analysis, machine learning, traceability analysis, and data assimilation. The big data has opened new research opportunities, especially for developing new data-driven theories for improving biological predictions in Earth system models, tracing global change impacts across different organismic levels, and constructing cyberinfrastructure tools to accelerate the pace of model-data integrations. These efforts will uncork the bottleneck of using big data to understand biological responses and adaptations to future global changes.",
32797983,Use of Machine Learning and Artificial Intelligence to Drive Personalized Medicine Approaches for Spine Care,2020 Aug;140:512-518.,"Personalized medicine is a new paradigm of healthcare in which interventions are based on individual patient characteristics rather than on ""one-size-fits-all"" guidelines. As epidemiological datasets continue to burgeon in size and complexity, powerful methods such as statistical machine learning and artificial intelligence (AI) become necessary to interpret and develop prognostic models from underlying data. Through such analysis, machine learning can be used to facilitate personalized medicine via its precise predictions. Additionally, other AI tools, such as natural language processing and computer vision, can play an instrumental part in personalizing the care provided to patients with spine disease. In the present report, we discuss the current strides made in incorporating AI into research on spine disease, especially traumatic spinal cord injury and degenerative spine disease. We describe studies using AI to build accurate prognostic models, extract important information from medical reports via natural language processing, and evaluate functional status in a granular manner using computer vision. Through a case illustration, we have demonstrated how these breakthroughs can facilitate an increased role for more personalized medicine and, thus, change the landscape of spine care.",
32797044,Machine Learning based histology phenotyping to investigate the epidemiologic and genetic basis of adipocyte morphology and cardiometabolic traits,2020 Aug 14;16(8):e1008044.,"Genetic studies have recently highlighted the importance of fat distribution, as well as overall adiposity, in the pathogenesis of obesity-associated diseases. Using a large study (n = 1,288) from 4 independent cohorts, we aimed to investigate the relationship between mean adipocyte area and obesity-related traits, and identify genetic factors associated with adipocyte cell size. To perform the first large-scale study of automatic adipocyte phenotyping using both histological and genetic data, we developed a deep learning-based method, the Adipocyte U-Net, to rapidly derive mean adipocyte area estimates from histology images. We validate our method using three state-of-the-art approaches; CellProfiler, Adiposoft and floating adipocytes fractions, all run blindly on two external cohorts. We observe high concordance between our method and the state-of-the-art approaches (Adipocyte U-net vs. CellProfiler: R2visceral = 0.94, P < 2.2 × 10-16, R2subcutaneous = 0.91, P < 2.2 × 10-16), and faster run times (10,000 images: 6mins vs 3.5hrs). We applied the Adipocyte U-Net to 4 cohorts with histology, genetic, and phenotypic data (total N = 820). After meta-analysis, we found that mean adipocyte area positively correlated with body mass index (BMI) (Psubq = 8.13 × 10-69, βsubq = 0.45; Pvisc = 2.5 × 10-55, βvisc = 0.49; average R2 across cohorts = 0.49) and that adipocytes in subcutaneous depots are larger than their visceral counterparts (Pmeta = 9.8 × 10-7). Lastly, we performed the largest GWAS and subsequent meta-analysis of mean adipocyte area and intra-individual adipocyte variation (N = 820). Despite having twice the number of samples than any similar study, we found no genome-wide significant associations, suggesting that larger sample sizes and a homogenous collection of adipose tissue are likely needed to identify robust genetic associations.",
